    1000
 0.01592  0.01590 -0.00791
 0.03182  0.03177 -0.01582
 0.06355  0.06345 -0.03159
 0.09510  0.09495 -0.04727
 0.12638  0.12618 -0.06281
 0.15729  0.15705 -0.07818
 0.18776  0.18747 -0.09333
 0.21771  0.21736 -0.10821
 0.24704  0.24665 -0.12279
 0.27569  0.27526 -0.13703
 0.30358  0.30311 -0.15089
 0.33065  0.33015 -0.16435
 0.35683  0.35630 -0.17737
 0.38208  0.38153 -0.18992
 0.40633  0.40577 -0.20198
 0.42954  0.42898 -0.21353
 0.45168  0.45114 -0.22454
 0.47270  0.47220 -0.23501
 0.49259  0.49214 -0.24492
 0.51132  0.51096 -0.25426
 0.52888  0.52863 -0.26302
 0.54526  0.54516 -0.27120
 0.56046  0.56054 -0.27881
 0.57447  0.57478 -0.28584
 0.58732  0.58791 -0.29230
 0.59901  0.59994 -0.29820
 0.60957  0.61089 -0.30355
 0.61902  0.62079 -0.30836
 0.62739  0.62969 -0.31266
 0.63471  0.63762 -0.31645
 0.64102  0.64462 -0.31976
 0.64637  0.65073 -0.32261
 0.65079  0.65602 -0.32502
 0.65434  0.66052 -0.32702
 0.65705  0.66429 -0.32864
 0.65899  0.66739 -0.32989
 0.66019  0.66986 -0.33080
 0.66072  0.67177 -0.33141
 0.66063  0.67317 -0.33173
 0.65996  0.67412 -0.33179
 0.65876  0.67466 -0.33163
 0.65709  0.67485 -0.33126
 0.65499  0.67475 -0.33070
 0.65252  0.67439 -0.32999
 0.64970  0.67383 -0.32914
 0.64659  0.67311 -0.32818
 0.64322  0.67226 -0.32712
 0.63963  0.67134 -0.32599
 0.63586  0.67037 -0.32479
 0.63192  0.66939 -0.32355
 0.62785  0.66841 -0.32228
 0.62367  0.66748 -0.32098
 0.61940  0.66661 -0.31968
 0.61505  0.66581 -0.31837
 0.61064  0.66511 -0.31707
 0.60618  0.66451 -0.31577
 0.60167  0.66402 -0.31449
 0.59712  0.66366 -0.31322
 0.59252  0.66341 -0.31196
 0.58789  0.66329 -0.31072
 0.58320  0.66328 -0.30949
 0.57846  0.66340 -0.30827
 0.57366  0.66362 -0.30706
 0.56879  0.66394 -0.30584
 0.56383  0.66436 -0.30463
 0.55879  0.66486 -0.30339
 0.55364  0.66543 -0.30215
 0.54837  0.66606 -0.30087
 0.54298  0.66674 -0.29957
 0.53744  0.66745 -0.29823
