    1000
 0.01400  0.01398 -0.00715
 0.02799  0.02795 -0.01429
 0.05593  0.05585 -0.02855
 0.08374  0.08362 -0.04274
 0.11137  0.11122 -0.05685
 0.13877  0.13858 -0.07083
 0.16587  0.16564 -0.08467
 0.19262  0.19236 -0.09832
 0.21897  0.21867 -0.11177
 0.24485  0.24452 -0.12498
 0.27023  0.26986 -0.13793
 0.29505  0.29465 -0.15060
 0.31926  0.31884 -0.16296
 0.34282  0.34239 -0.17499
 0.36569  0.36525 -0.18667
 0.38784  0.38739 -0.19798
 0.40921  0.40878 -0.20891
 0.42979  0.42938 -0.21942
 0.44955  0.44918 -0.22952
 0.46845  0.46814 -0.23919
 0.48648  0.48625 -0.24842
 0.50361  0.50349 -0.25720
 0.51982  0.51985 -0.26552
 0.53512  0.53532 -0.27338
 0.54948  0.54990 -0.28077
 0.56290  0.56359 -0.28769
 0.57538  0.57639 -0.29415
 0.58691  0.58830 -0.30014
 0.59751  0.59933 -0.30566
 0.60718  0.60950 -0.31073
 0.61593  0.61883 -0.31534
 0.62377  0.62732 -0.31952
 0.63071  0.63501 -0.32325
 0.63679  0.64192 -0.32657
 0.64201  0.64806 -0.32947
 0.64640  0.65348 -0.33198
 0.64999  0.65821 -0.33410
 0.65280  0.66226 -0.33585
 0.65487  0.66568 -0.33725
 0.65622  0.66851 -0.33832
 0.65689  0.67078 -0.33906
 0.65691  0.67252 -0.33951
 0.65631  0.67377 -0.33968
 0.65513  0.67458 -0.33958
 0.65341  0.67498 -0.33923
 0.65118  0.67501 -0.33866
 0.64847  0.67470 -0.33789
 0.64533  0.67409 -0.33692
 0.64179  0.67323 -0.33578
 0.63788  0.67214 -0.33449
 0.63364  0.67087 -0.33307
 0.62910  0.66944 -0.33153
 0.62429  0.66789 -0.32988
 0.61925  0.66625 -0.32815
 0.61399  0.66455 -0.32635
 0.60856  0.66282 -0.32448
 0.60297  0.66108 -0.32258
 0.59725  0.65936 -0.32064
 0.59142  0.65769 -0.31868
 0.58550  0.65607 -0.31671
 0.57951  0.65454 -0.31473
 0.57347  0.65311 -0.31276
 0.56739  0.65179 -0.31081
 0.56128  0.65060 -0.30887
 0.55515  0.64955 -0.30695
 0.54901  0.64864 -0.30506
 0.54286  0.64788 -0.30320
 0.53671  0.64729 -0.30137
 0.53056  0.64685 -0.29958
 0.52442  0.64657 -0.29781
 0.51827  0.64646 -0.29607
 0.51212  0.64651 -0.29437
 0.50595  0.64671 -0.29268
 0.49978  0.64706 -0.29102
 0.49358  0.64756 -0.28938
 0.48735  0.64819 -0.28774
 0.48108  0.64895 -0.28612
 0.47476  0.64982 -0.28450
 0.46838  0.65081 -0.28287
 0.46193  0.65188 -0.28123
 0.45539  0.65304 -0.27957
 0.44877  0.65427 -0.27788
 0.44204  0.65556 -0.27617
 0.43519  0.65689 -0.27441
 0.42822  0.65825 -0.27261
 0.42111  0.65963 -0.27075
 0.41385  0.66102 -0.26883
 0.40643  0.66239 -0.26684
 0.39886  0.66374 -0.26478
 0.39111  0.66506 -0.26264
 0.38318  0.66634 -0.26042
 0.37507  0.66755 -0.25811
 0.36677  0.66871 -0.25570
 0.35828  0.66978 -0.25319
 0.34960  0.67077 -0.25057
 0.34072  0.67167 -0.24786
 0.33166  0.67248 -0.24503
 0.32240  0.67318 -0.24210
 0.31296  0.67377 -0.23905
 0.30333  0.67425 -0.23589
 0.29353  0.67462 -0.23262
 0.28356  0.67488 -0.22925
 0.27342  0.67502 -0.22576
 0.26313  0.67505 -0.22216
 0.25270  0.67497 -0.21846
 0.24214  0.67478 -0.21466
 0.23146  0.67449 -0.21075
 0.22066  0.67410 -0.20676
 0.20977  0.67363 -0.20267
 0.19880  0.67307 -0.19850
 0.18776  0.67244 -0.19424
 0.17666  0.67174 -0.18991
 0.16552  0.67098 -0.18551
 0.15435  0.67018 -0.18104
 0.14317  0.66934 -0.17652
 0.13198  0.66847 -0.17194
 0.12080  0.66759 -0.16731
 0.10965  0.66671 -0.16264
 0.09854  0.66583 -0.15793
 0.08747  0.66497 -0.15319
 0.07645  0.66414 -0.14842
 0.06551  0.66334 -0.14363
 0.05464  0.66260 -0.13882
 0.04385  0.66191 -0.13399
 0.03316  0.66129 -0.12915
 0.02256  0.66075 -0.12430
 0.01206  0.66029 -0.11945
 0.00166  0.65991 -0.11459
-0.00862  0.65963 -0.10972
-0.01880  0.65945 -0.10486
-0.02887  0.65937 -0.09999
-0.03883  0.65940 -0.09511
-0.04868  0.65953 -0.09023
-0.05843  0.65977 -0.08535
-0.06807  0.66010 -0.08045
-0.07763  0.66054 -0.07555
-0.08709  0.66108 -0.07063
-0.09646  0.66170 -0.06569
-0.10576  0.66241 -0.06072
-0.11499  0.66319 -0.05573
-0.12415  0.66404 -0.05071
-0.13326  0.66494 -0.04564
-0.14232  0.66589 -0.04053
-0.15135  0.66687 -0.03537
-0.16034  0.66786 -0.03016
-0.16932  0.66885 -0.02487
-0.17828  0.66983 -0.01952
-0.18724  0.67078 -0.01409
-0.19621  0.67168 -0.00858
-0.20519  0.67251 -0.00297
-0.21418  0.67326  0.00273
-0.22321  0.67391  0.00854
-0.23226  0.67443  0.01445
-0.24136  0.67481  0.02048
-0.25050  0.67503  0.02663
-0.25968  0.67506  0.03290
-0.26891  0.67490  0.03930
-0.27819  0.67453  0.04583
-0.28753  0.67391  0.05250
-0.29691  0.67304  0.05931
-0.30635  0.67191  0.06626
-0.31583  0.67048  0.07334
-0.32536  0.66876  0.08057
-0.33492  0.66672  0.08794
-0.34452  0.66435  0.09545
-0.35415  0.66165  0.10310
-0.36380  0.65859  0.11088
-0.37346  0.65518  0.11879
-0.38313  0.65139  0.12683
-0.39279  0.64724  0.13500
-0.40243  0.64271  0.14328
-0.41204  0.63780  0.15167
-0.42161  0.63250  0.16016
-0.43113  0.62683  0.16875
-0.44058  0.62077  0.17743
-0.44996  0.61434  0.18619
-0.45924  0.60753  0.19502
-0.46841  0.60036  0.20390
-0.47747  0.59283  0.21284
-0.48639  0.58496  0.22182
-0.49517  0.57674  0.23083
-0.50378  0.56820  0.23985
-0.51222  0.55935  0.24889
-0.52047  0.55019  0.25792
-0.52853  0.54076  0.26694
-0.53638  0.53106  0.27593
-0.54400  0.52111  0.28488
-0.55140  0.51093  0.29379
-0.55855  0.50054  0.30265
-0.56545  0.48996  0.31143
-0.57209  0.47921  0.32014
-0.57847  0.46831  0.32877
-0.58458  0.45727  0.33730
-0.59041  0.44613  0.34572
-0.59596  0.43489  0.35404
-0.60123  0.42359  0.36224
-0.60620  0.41224  0.37031
-0.61089  0.40086  0.37826
-0.61529  0.38947  0.38606
-0.61940  0.37809  0.39373
-0.62322  0.36674  0.40125
-0.62675  0.35543  0.40863
-0.63000  0.34419  0.41585
-0.63296  0.33302  0.42292
-0.63565  0.32195  0.42983
-0.63807  0.31098  0.43659
-0.64022  0.30013  0.44320
-0.64212  0.28941  0.44964
-0.64375  0.27884  0.45594
-0.64514  0.26841  0.46208
-0.64629  0.25815  0.46806
-0.64721  0.24804  0.47390
-0.64791  0.23811  0.47959
-0.64839  0.22836  0.48514
-0.64866  0.21879  0.49054
-0.64873  0.20940  0.49581
-0.64861  0.20019  0.50095
-0.64831  0.19117  0.50595
-0.64784  0.18232  0.51084
-0.64720  0.17366  0.51560
-0.64640  0.16518  0.52024
-0.64546  0.15688  0.52477
-0.64437  0.14874  0.52920
-0.64315  0.14077  0.53352
-0.64180  0.13296  0.53774
-0.64034  0.12531  0.54187
-0.63876  0.11780  0.54591
-0.63707  0.11043  0.54986
-0.63529  0.10319  0.55373
-0.63341  0.09608  0.55752
-0.63144  0.08909  0.56124
-0.62938  0.08220  0.56488
-0.62725  0.07541  0.56845
-0.62503  0.06872  0.57196
-0.62275  0.06211  0.57540
-0.62040  0.05557  0.57879
-0.61798  0.04910  0.58211
-0.61550  0.04270  0.58537
-0.61295  0.03634  0.58858
-0.61035  0.03003  0.59173
-0.60769  0.02375  0.59483
-0.60498  0.01751  0.59788
-0.60221  0.01129  0.60087
-0.59939  0.00509  0.60381
-0.59651 -0.00109  0.60670
-0.59359 -0.00727  0.60953
-0.59061 -0.01344  0.61231
-0.58758 -0.01961  0.61504
-0.58450 -0.02578  0.61772
-0.58137 -0.03196  0.62034
-0.57819 -0.03815  0.62291
-0.57496 -0.04434  0.62542
-0.57168 -0.05055  0.62788
-0.56835 -0.05677  0.63028
-0.56497 -0.06301  0.63262
-0.56153 -0.06925  0.63490
-0.55805 -0.07552  0.63713
-0.55451 -0.08179  0.63929
-0.55092 -0.08808  0.64139
-0.54728 -0.09437  0.64343
-0.54359 -0.10068  0.64540
-0.53985 -0.10699  0.64731
-0.53606 -0.11331  0.64916
-0.53221 -0.11963  0.65093
-0.52832 -0.12595  0.65265
-0.52437 -0.13227  0.65429
-0.52038 -0.13859  0.65587
-0.51633 -0.14489  0.65738
-0.51224 -0.15118  0.65883
-0.50810 -0.15746  0.66020
-0.50392 -0.16372  0.66151
-0.49968 -0.16995  0.66276
-0.49541 -0.17616  0.66393
-0.49109 -0.18234  0.66504
-0.48673 -0.18849  0.66608
-0.48233 -0.19460  0.66706
-0.47788 -0.20068  0.66797
-0.47341 -0.20670  0.66882
-0.46889 -0.21269  0.66960
-0.46434 -0.21862  0.67033
-0.45976 -0.22450  0.67099
-0.45515 -0.23032  0.67160
-0.45050 -0.23608  0.67215
-0.44583 -0.24178  0.67264
-0.44114 -0.24741  0.67308
-0.43642 -0.25297  0.67347
